date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:14:11	11745/11745	---MCZ	200	added ('OK')	application/javascript	etag:W/%22571ed3ae-2de1%22	https://jituchauhan.com/physiotherapy/carewell/js/animsition.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/animsition.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:12	100/100	---MCZ	200	added ('OK')	application/javascript	etag:W/%225757ad5e-64%22	https://jituchauhan.com/physiotherapy/carewell/js/animsition-script.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/animsition-script.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:12	9276/9276	---MCZ	200	added ('OK')	application/javascript	etag:W/%225641beaa-243c%22	https://jituchauhan.com/physiotherapy/carewell/js/jquery.sticky.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/jquery.sticky.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:12	181/181	---MCZ	200	added ('OK')	application/javascript	etag:W/%22577275e3-b5%22	https://jituchauhan.com/physiotherapy/carewell/js/sticky-header.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/sticky-header.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:13	41953/41953	---MCZ	200	added ('OK')	application/javascript	etag:W/%22572bdfdc-a3e1%22	https://jituchauhan.com/physiotherapy/carewell/js/slick.min.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/slick.min.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:13	225/225	---MCZ	200	added ('OK')	application/javascript	etag:W/%22575a2a52-e1%22	https://jituchauhan.com/physiotherapy/carewell/js/slider.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/slider.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:13	879/879	---MCZ	200	added ('OK')	application/javascript	etag:W/%22537e3aca-36f%22	https://jituchauhan.com/physiotherapy/carewell/js/back-to-top.js	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/js/back-to-top.js	(from https://jituchauhan.com/physiotherapy/carewell/index.html)
23:14:14	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-52549536c4c80%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.eot	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.eot	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:15	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224e9f-52549536c4c80%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.eot?	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regulard41d.eot	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:15	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%2256546622-466c%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.woff2	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.woff2	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:16	23424/23424	---M--	200	added ('OK')	font/woff	etag:%2256546622-5b80%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.woff	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.woff	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:16	45404/45404	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%2256546622-b15c%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.ttf	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.ttf	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:16	108738/108738	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2256546622-1a8c2%22	https://jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.svg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/glyphicons-halflings-regular.svg	(from https://jituchauhan.com/physiotherapy/carewell/css/bootstrap.min.css)
23:14:18	562/562	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225574c29c-232%22	https://jituchauhan.com/physiotherapy/carewell/images/cd-top-arrow.svg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/cd-top-arrow.svg	(from https://jituchauhan.com/physiotherapy/carewell/css/style.css)
23:14:18	316859/316859	---M--	200	added ('OK')	image/jpeg	etag:%22576920f4-4d5bb%22	https://jituchauhan.com/physiotherapy/carewell/images/page-header.jpg	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/page-header.jpg	(from https://jituchauhan.com/physiotherapy/carewell/css/style.css)
23:14:19	1329/1329	---M--	200	added ('OK')	image/png	etag:%225768f8f8-531%22	https://jituchauhan.com/physiotherapy/carewell/images/sticky-icon.png	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/images/sticky-icon.png	(from https://jituchauhan.com/physiotherapy/carewell/css/style.css)
23:14:20	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-538beeb4a2580%22	https://jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont5b62.eot	(from https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css)
23:14:20	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2212ae6-538beeb4a2580%22	https://jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont.eot?	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfontd41d.eot	(from https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css)
23:14:21	71896/71896	---M--	200	added ('OK')	font/woff2	etag:%22579adf66-118d8%22	https://jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont5b62.woff2	(from https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css)
23:14:21	90412/90412	---M--	200	added ('OK')	font/woff	etag:%22579adf66-1612c%22	https://jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont5b62.woff	(from https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css)
23:14:22	152796/152796	---MCZ	200	added ('OK')	application/x-font-ttf	etag:W/%22579adf66-254dc%22	https://jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont.ttf?v=4.6.3	C:/Users/USER/Desktop/New%20folder%20(2)/brooks%20health%203/jituchauhan.com/physiotherapy/carewell/fonts/fontawesome-webfont5b62.ttf	(from https://jituchauhan.com/physiotherapy/carewell/css/font-awesome.min.css)
